,QQQ_Price_Close,QQQ_Volume,SPY_Price_Close,SPY_Volume,US10_Mid_Price,US10_Mid_Yld,US30_Mid_Price,US30_Mid_Yld,GLD_Price_Close,GLD_Volume,IWM_Price_Close,IWM_Volume,VIX
2015-03-16,106.6439825,25674085.0,208.58,136099192.0,99.3515625,2.0726,97.015625,2.64495,110.81,3265305.0,123.33,19906326.0,15.61
2015-03-17,106.81389325,19603813.0,207.96,94510422.0,99.5390625,2.05155,97.796875,2.60645,110.21,8923264.0,123.66,23142597.0,15.66
2015-03-18,107.863342,40622188.0,210.46,228808524.0,100.7421875,1.91735,99.84375,2.5074,112.37,12448040.0,124.65,40292648.0,13.97
2015-03-19,108.023258,31314035.0,209.5,117917302.0,100.2734375,1.9694,99.4296875,2.52725,112.29,6537743.0,124.89,34008230.0,14.07
2015-03-20,108.47302175,31761404.0,210.41,177715081.0,100.6171875,1.93115,99.859375,2.50665,113.57,8033444.0,125.99,34165600.0,13.02
2015-03-23,108.263132,17268507.0,210.0,71784536.0,100.8203125,1.90855,99.828125,2.50815,114.29,4240258.0,125.88,17132355.0,13.41
2015-03-24,107.87333675,22445280.0,208.82,77805321.0,101.1484375,1.87225,100.7265625,2.46545,114.57,2979338.0,125.85,30115619.0,13.62
2015-03-25,105.4046335,41581435.0,205.76,159521708.0,100.6640625,1.92585,99.859375,2.50665,114.73,3021437.0,122.47,42513976.0,15.44
2015-03-26,105.0448225,47846276.0,205.27,153067241.0,100.0390625,1.99555,98.2109375,2.58625,115.48,5495161.0,122.32,26899195.0,15.8
2015-03-27,105.464602,33878385.0,205.74,118938966.0,100.3671875,1.95885,99.28125,2.53435,115.06,4921741.0,123.1,23066819.0,15.07
2015-03-30,106.67396675,30570196.0,208.25,96180365.0,100.4296875,1.95185,98.9296875,2.55135,113.75,4383858.0,124.77,20486967.0,14.51
