,QQQ_Price_Close,QQQ_Volume,SPY_Price_Close,SPY_Volume,US10_Mid_Price,US10_Mid_Yld,US30_Mid_Price,US30_Mid_Yld,GLD_Price_Close,GLD_Volume,IWM_Price_Close,IWM_Volume,VIX
2017-04-11,131.38098875,33778359.0,235.06,88045276.0,99.5859375,2.2971,101.40625,2.9289,121.19,12455294.0,136.9,32589223.0,15.07
2017-04-12,130.851267,15955195.0,234.03,81864436.0,100.0546875,2.2436,102.203125,2.8892,122.02,9502540.0,135.04,25700826.0,15.77
2017-04-13,130.33154,23683020.0,232.51,92880394.0,100.1640625,2.23115,102.2265625,2.888,122.6,9892641.0,133.72,30206992.0,15.96
2017-04-17,131.410973,13325508.0,234.57,68405367.0,100.0234375,2.2472,101.8671875,2.90585,122.24,8469580.0,135.29,18278795.0,14.66
2017-04-18,131.211078,12841087.0,233.87,83225821.0,100.6953125,2.1709,103.2421875,2.838,122.82,10903701.0,135.32,24553317.0,14.42
2017-04-19,131.42096775,17764817.0,233.44,68699868.0,100.3046875,2.21515,102.5078125,2.8741,121.73,8472702.0,135.79,34627635.0,14.93
2017-04-20,132.52039025,21977910.0,235.34,92572186.0,100.1328125,2.2347,102.328125,2.88295,121.96,11787330.0,137.52,31934431.0,14.15
2017-04-21,132.490406,22454948.0,234.59,110389847.0,100.0390625,2.2454,101.9140625,2.9035,122.31,15608031.0,137.21,29385980.0,14.63
2017-04-24,134.089566,22469948.0,237.17,119209877.0,99.8046875,2.27215,101.4609375,2.9261,121.48,11053559.0,138.92,33836931.0,10.84
2017-04-25,135.05905675,19384398.0,238.55,76698265.0,99.2734375,2.3331,100.2578125,2.9867,120.25,10344784.0,140.27,32751675.0,10.76
2017-04-26,134.8691565,25398542.0,238.4,84702455.0,99.5390625,2.3026,100.7734375,2.9606,120.84,9758844.0,140.99,41669249.0,10.85
2017-04-27,135.67873125,16136538.0,238.6,57410326.0,99.5703125,2.299,100.6015625,2.9693,120.39,8266954.0,140.95,23004326.0,10.36
