,PC_RATIO
2019-04-15,0.7968593367446557
2019-04-16,0.7990726590915238
2019-04-17,0.7997080063469029
2019-04-18,0.8900143462491699
2019-04-22,0.7762558689267893
2019-04-23,0.7701051490643693
2019-04-24,0.8100646863841887
2019-04-25,0.7950144893527469
2019-04-26,0.7607686678637593
2019-04-29,0.7612936200499487
2019-04-30,0.9101200098047293
2019-05-01,0.8353670477256154
2019-05-02,0.8822101422531164
2019-05-03,0.7728595042241266
2019-05-06,0.9993687218278272
2019-05-07,1.0512012267912518
2019-05-08,0.972460656804079
2019-05-09,1.134516678351192
2019-05-10,1.1033540839848484
2019-05-13,1.1556949086655768
2019-05-14,0.9640208270821146
2019-05-15,0.990634499564286
2019-05-16,0.9672433887154074
2019-05-17,1.0770109924961269
2019-05-20,0.9788092897278524
2019-05-21,0.8698418050208905
2019-05-22,0.9942348910128641
2019-05-23,1.1703182434376158
2019-05-24,0.9964419290796094
2019-05-28,0.996150340348576
2019-05-29,1.2485284136925814
2019-05-30,1.0032640740092453
2019-05-31,1.2004549330541474
2019-06-03,1.0678642321687717
2019-06-04,0.7109729547258969
2019-06-05,0.943612836940128
2019-06-06,0.9133365961860155
2019-06-07,0.872938080895888
2019-06-10,0.8322148073737583
2019-06-11,0.9999217231884755
2019-06-12,0.9192130830388306
2019-06-13,0.8666159696938756
2019-06-14,0.7470945248874801
2019-06-17,0.913981637512874
2019-06-18,0.7742277431499167
2019-06-19,0.8929170947152659
2019-06-20,0.6040576256065286
2019-06-21,0.8362355775598637
2019-06-24,0.7793508487160589
2019-06-25,0.8126831080952924
2019-06-26,0.8378607606034358
2019-06-27,0.7742280323082216
2019-06-28,0.8001476345015284
2019-07-01,0.8062699354425741
2019-07-02,0.8864181464810598
2019-07-03,0.752133639925959
2019-07-05,0.8474613715370282
2019-07-08,0.7733235918153936
2019-07-09,0.8295743297257786
2019-07-10,0.8317942290716797
2019-07-11,0.8259761794776594
2019-07-12,0.8391071251466145
2019-07-15,0.8061943348015687
2019-07-16,0.7988155243801247
2019-07-17,0.8750724346873519
2019-07-18,0.8570823122099784
2019-07-19,0.8601096268316921
2019-07-22,0.8830434188326598
2019-07-23,0.7451872285360958
2019-07-24,0.7875401870867164
2019-07-25,0.7466508440862415
2019-07-26,0.8203906645741039
2019-07-29,0.8185212286669995
2019-07-30,0.9553049746752715
2019-07-31,0.9236287081974229
2019-08-01,1.0055677436902748
2019-08-02,1.160612255454988
2019-08-05,1.2406897926220732
2019-08-06,1.0061620245287441
2019-08-07,1.0874541826201063
2019-08-08,0.9225157745435211
2019-08-09,0.9069495394057506
2019-08-12,1.0664725217971245
2019-08-13,0.8979753447513678
2019-08-14,1.2278426096787385
2019-08-15,1.0992914838504622
2019-08-16,0.9466518020730907
2019-08-19,0.8713559568386566
2019-08-20,0.9048714539576932
2019-08-21,1.0595375629676476
2019-08-22,0.9039949562093065
2019-08-23,1.1934303566365356
2019-08-26,0.9397968640560994
2019-08-27,0.9076079436972911
2019-08-28,1.001613873917468
2019-08-29,0.8955540362434362
2019-08-30,1.0809366537926148
2019-09-03,1.0117917558659777
2019-09-04,0.9742207026998215
2019-09-05,0.8332092399825195
2019-09-06,0.8069793797666792
2019-09-09,0.8599934921875624
2019-09-10,0.8401676475011157
2019-09-11,0.8438331911299574
2019-09-12,0.792830252138901
2019-09-13,0.8196704411159299
2019-09-16,0.8011917159700144
2019-09-17,0.8188385211008444
2019-09-18,1.03306435536872
2019-09-19,0.8383543823437568
2019-09-20,0.9580711127326776
2019-09-23,0.8955489717254423
2019-09-24,1.077112269567626
2019-09-25,0.9609810525852198
2019-09-26,1.0191065397363612
2019-09-27,1.1072208731473623
2019-09-30,1.0014360863337064
2019-10-01,1.0376503719770347
2019-10-02,1.2331914057104896
2019-10-03,1.1463023158481442
2019-10-04,1.0420120225167389
2019-10-07,0.9828475496330502
2019-10-08,0.8477653432150477
2019-10-09,0.9651000251061628
2019-10-10,0.9141231545666353
2019-10-11,0.8268757285794044
2019-10-14,0.9874080470572938
2019-10-15,0.8637669061611801
2019-10-16,0.8641384377770981
2019-10-17,0.8017455266450562
2019-10-18,0.9616060697328646
2019-10-21,0.8021931554577807
2019-10-22,0.8612964147173502
2019-10-23,0.8866955952757027
2019-10-24,0.782382118805801
2019-10-25,0.7836478880050974
2019-10-28,0.7603402710170002
2019-10-29,0.8342811927745343
2019-10-30,0.9274113455908498
2019-10-31,0.8330951634753422
2019-11-01,0.7707086348681426
2019-11-04,0.6637872279587652
2019-11-05,0.6943221019713647
2019-11-06,0.7128487513928955
2019-11-07,0.7173377241091125
2019-11-08,0.8825356868877496
2019-11-11,0.8300359334749866
2019-11-12,0.7793466607282278
2019-11-13,0.7799249224316136
2019-11-14,0.791581846239719
2019-11-15,0.7321871179733597
2019-11-18,0.7393147463520406
2019-11-19,0.8293436286943325
2019-11-20,0.889063793487738
2019-11-21,0.9203112023984954
2019-11-22,0.797040981024869
2019-11-25,0.77421976648294
2019-11-26,0.8239866348884758
2019-11-27,0.7228309645975304
2019-11-29,0.7652300241341605
2019-12-02,0.857962989465932
2019-12-03,0.9141493243811437
2019-12-04,0.7573390352852609
2019-12-05,0.8626273571230729
2019-12-06,0.7943539935581956
2019-12-09,0.9042736372239532
2019-12-10,0.8575086271690973
2019-12-11,0.8515401208277091
2019-12-12,0.6732402168543234
2019-12-13,0.6058426427234106
2019-12-16,0.8048126638597268
2019-12-17,0.6820000965649857
2019-12-18,0.7719320684817509
2019-12-19,0.5463915063621109
2019-12-20,0.6677303441345082
2019-12-23,0.7108256600923841
2019-12-24,0.7773434570535199
2019-12-26,0.6497756761373086
2019-12-27,0.7199727740552762
2019-12-30,0.748491521251106
2019-12-31,0.69269883368446
2020-01-02,0.6622749158142228
2020-01-03,0.7685849710860948
2020-01-06,0.7487052413837354
2020-01-07,0.6845069077628004
2020-01-08,0.6298850209554134
2020-01-09,0.6849933841530229
2020-01-10,0.7946518326276572
2020-01-13,0.7064980565929646
2020-01-14,0.6856481313258315
2020-01-15,0.710839690231663
2020-01-16,0.7159646241133297
2020-01-17,0.6459283604121797
2020-01-21,0.7838515905115722
2020-01-22,0.7652146670174613
2020-01-23,0.7671930831807251
2020-01-24,1.0135339297483796
2020-01-27,0.9996857347469277
2020-01-28,0.7820860385673404
2020-01-29,0.8055234233861968
2020-01-30,0.8552113462730554
2020-01-31,1.0511676778150252
2020-02-03,0.784914151555466
2020-02-04,0.7215814840426936
2020-02-05,0.7752276832135448
2020-02-06,0.6711873522939155
2020-02-07,0.8877967198225715
2020-02-10,0.7410981942064765
2020-02-11,0.6472493718544587
2020-02-12,0.6632012991592329
2020-02-13,0.7242118154953142
2020-02-14,0.7772620048060701
2020-02-18,0.6875057055015913
2020-02-19,0.6601925240358134
2020-02-20,0.7293181590764357
2020-02-21,0.9341789577199151
2020-02-24,1.070268975517745
2020-02-25,1.1070496371996905
2020-02-26,1.055560660054122
2020-02-27,1.198161060010312
2020-02-28,1.2585854020621965
2020-03-02,1.036262743492257
2020-03-03,0.915950352628788
2020-03-04,0.9853616576886007
2020-03-05,1.0693589758140871
2020-03-06,1.223971246440805
2020-03-09,1.4314091849617403
2020-03-10,1.1456272760454387
2020-03-11,1.3987372259852517
2020-03-12,1.443585107026226
2020-03-13,1.176210494470514
2020-03-16,1.3476827805712013
2020-03-17,1.089548348585813
2020-03-18,1.2937640118981595
2020-03-19,1.0127167713516645
2020-03-20,1.1238984827645042
2020-03-23,0.9788671690539452
2020-03-24,0.8978532628801039
2020-03-25,0.8827240016574215
2020-03-26,0.9688010715901314
2020-03-27,0.9913879262754234
2020-03-30,0.9876751731088664
2020-03-31,1.0786650933816333
2020-04-01,1.1838952541158383
2020-04-02,1.0805706985411556
2020-04-03,1.0390370236390696
2020-04-06,0.9039451937601445
2020-04-07,0.9488621614726559
2020-04-08,0.9729427705560227
2020-04-09,0.9326355550484065
2020-04-13,0.8534634305517957
2020-04-14,0.8466047187454873
2020-04-15,0.9060246986979074
2020-04-16,0.8189837386858542
2020-04-17,0.8435568468973123
2020-04-20,0.8076371663972773
2020-04-21,0.9742213582973855
2020-04-22,0.7775111091299595
2020-04-23,0.7573627311668617
2020-04-24,0.8875629871436492
2020-04-27,0.8542884878315138
2020-04-28,0.7967446280527882
2020-04-29,0.7977194901599504
2020-04-30,0.8384182493262391
2020-05-01,1.0735271763975076
2020-05-04,0.9007224904028767
2020-05-05,0.7878776596778818
2020-05-06,0.8620045788850587
2020-05-07,0.7443856967750535
2020-05-08,0.7761192786373353
2020-05-11,0.7361992933404817
2020-05-12,0.7896421108600437
2020-05-13,1.0380963204585516
2020-05-14,0.9181484107454829
2020-05-15,0.7497436831641746
2020-05-18,0.6313417793152587
2020-05-19,0.6417266106891554
2020-05-20,0.7122948773831417
2020-05-21,0.7865521639081627
2020-05-22,0.7509348682063672
2020-05-26,0.7106651141415188
2020-05-27,0.7011666736830955
2020-05-28,0.7797468683206756
2020-05-29,0.8294603984939427
2020-06-01,0.6673268504350078
2020-06-02,0.6618248335672777
2020-06-03,0.6395029773511252
2020-06-04,0.6433953219150356
2020-06-05,0.6000299910280219
2020-06-08,0.4846394888881391
2020-06-09,0.59984403486526
2020-06-10,0.6057511989584196
2020-06-11,0.9441137945526104
2020-06-12,0.8891727484866087
2020-06-15,0.7746748646729721
2020-06-16,0.6603966418945649
2020-06-17,0.6915561216285403
2020-06-18,0.6683810477386831
2020-06-19,0.7984562677933308
2020-06-22,0.6641915461183999
2020-06-23,0.6248771445580487
2020-06-24,0.8643704546853521
2020-06-25,0.7504952024326299
2020-06-26,0.9135113939443982
2020-06-29,0.7233359645768194
2020-06-30,0.7080165866566883
2020-07-01,0.6767720987174117
2020-07-02,0.7380505635129561
2020-07-06,0.6024829672018536
2020-07-07,0.6615269230157621
2020-07-08,0.5821406382442424
2020-07-09,0.6417779502035834
2020-07-10,0.636257101075328
2020-07-13,0.5976445632544505
2020-07-14,0.7184015141500165
2020-07-15,0.5727822454741331
2020-07-16,0.5905680802828378
2020-07-17,0.6332796695045574
2020-07-20,0.6053176634131799
2020-07-21,0.5769194673642623
2020-07-22,0.5700197696753222
2020-07-23,0.676230994313893
2020-07-24,0.7981307977103393
2020-07-27,0.6383243134205842
2020-07-28,0.6638655910713781
2020-07-29,0.6386565242816405
2020-07-30,0.7125916442662659
2020-07-31,0.728457501496781
2020-08-03,0.5528964617269543
2020-08-04,0.5611817511221134
2020-08-05,0.5555740122882389
2020-08-06,0.5044852696053976
2020-08-07,0.6451049199025662
2020-08-10,0.5299494390265589
2020-08-11,0.593587803922417
2020-08-12,0.6723300568620607
2020-08-13,0.6180557745055433
2020-08-14,0.7310909382806106
2020-08-17,0.5788025548395789
2020-08-18,0.6789151053131294
2020-08-19,0.6539350586656805
2020-08-20,0.6437142837683113
2020-08-21,0.6529973528724748
2020-08-24,0.5570633878691558
2020-08-25,0.5509597834469052
2020-08-26,0.5506324685580586
2020-08-27,0.5204293683505518
2020-08-28,0.5455867525383153
2020-08-31,0.5619152005179111
2020-09-01,0.49666088835530997
2020-09-02,0.5172620372915895
2020-09-03,0.7235328980522314
2020-09-04,0.8124408245111098
2020-09-08,0.6929892999246827
2020-09-09,0.6607708863128763
2020-09-10,0.7118030453052674
2020-09-11,0.8282464987282914
2020-09-14,0.6378575087574183
2020-09-15,0.603347113557735
2020-09-16,0.641480054395986
2020-09-17,0.724317641767554
2020-09-18,0.7501782288060109
2020-09-21,0.77471165755493
2020-09-22,0.6613915812440774
2020-09-23,0.747651968789996
2020-09-24,0.8273520702643556
2020-09-25,0.7529579740091734
2020-09-28,0.6265066530663127
2020-09-29,0.6617883573270876
2020-09-30,0.6932628802079197
2020-10-01,0.6041081013806148
2020-10-02,0.725103978120311
2020-10-05,0.6397345294080731
2020-10-06,0.6711150476683806
2020-10-07,0.6270978411658737
2020-10-08,0.6021357201576978
2020-10-09,0.6123255671106251
2020-10-12,0.5679118815562751
2020-10-13,0.5924667148107433
2020-10-14,0.576346632800086
2020-10-15,0.6523684723982983
2020-10-16,0.6350866063844657
2020-10-19,0.6437750297720412
2020-10-20,0.654269576150724
2020-10-21,0.6792422642004236
2020-10-22,0.6636349166059213
2020-10-23,0.6848727324644486
2020-10-26,0.8420793826013486
2020-10-27,0.6952523275030342
2020-10-28,0.9017680457782075
2020-10-29,0.7255357318087119
2020-10-30,0.9232844154249086
2020-11-02,0.7402783880403572
2020-11-03,0.7387188447564105
2020-11-04,0.7736287718787306
2020-11-05,0.6243497796054801
2020-11-06,0.6464695852892647
2020-11-09,0.5871614777725991
2020-11-10,0.6772308478840022
2020-11-11,0.6971449779252948
2020-11-12,0.7690214591512267
2020-11-13,0.6668323115309968
2020-11-16,0.5845874045375614
2020-11-17,0.6236627678217088
2020-11-18,0.5856071544498481
2020-11-19,0.6052289457442395
2020-11-20,0.600258253621514
2020-11-23,0.5175940784793001
2020-11-24,0.5071779331520089
2020-11-25,0.5398475961642363
2020-11-27,0.5137910755579499
2020-11-30,0.5699877038589265
2020-12-01,0.49566181838097306
2020-12-02,0.5179506532268654
2020-12-03,0.49320814566393634
2020-12-04,0.5217920351489101
2020-12-07,0.5058048793256825
2020-12-08,0.45892254614538575
2020-12-09,0.5775874576110854
2020-12-10,0.5475026256314312
2020-12-11,0.5246908867035509
2020-12-14,0.5876439465932243
2020-12-15,0.5550013542155586
2020-12-16,0.537380923673456
2020-12-17,0.48274947090707454
2020-12-18,0.5577277720921366
2020-12-21,0.6025252842471757
2020-12-22,0.49617913902696326
2020-12-23,0.5545608033534539
2020-12-24,0.6003735021229741
2020-12-28,0.5569041685734262
2020-12-29,0.6405831890645911
2020-12-30,0.5799395945752408
2020-12-31,0.6469545873100697
2021-01-04,0.6437167308183313
2021-01-05,0.5794703417100571
2021-01-06,0.5983788744864743
2021-01-07,0.5157999927678821
2021-01-08,0.5977830705127903
2021-01-11,0.593249948703919
2021-01-12,0.4996907810221789
2021-01-13,0.5286943026248155
2021-01-14,0.47807965869366537
2021-01-15,0.6146056398142923
2021-01-19,0.5580650823928291
2021-01-20,0.5342537714757767
2021-01-21,0.5396941982370468
2021-01-22,0.51773983175662
2021-01-25,0.5055136078434618
2021-01-26,0.46553305044986315
2021-01-27,0.5152941805326723
2021-01-28,0.49647701660428856
2021-01-29,0.6676343320403476
2021-02-01,0.5308376906280262
2021-02-02,0.5348144592231209
2021-02-03,0.5354474876402805
2021-02-04,0.5310609018605659
2021-02-05,0.5423062028702931
2021-02-08,0.47040375376445054
2021-02-09,0.4490151344698648
2021-02-10,0.489970660734382
2021-02-11,0.4783966638922158
2021-02-12,0.5504815657130918
2021-02-16,0.5354733949580915
2021-02-17,0.5144854324974735
2021-02-18,0.5977197732647566
2021-02-19,0.5606067058698215
2021-02-22,0.5636977970461461
2021-02-23,0.6149988022517667
2021-02-24,0.4942415441483998
2021-02-25,0.6334060371001099
2021-02-26,0.7058234693741152
2021-03-01,0.5838654710006659
2021-03-02,0.5556239680701173
2021-03-03,0.6199617212732956
2021-03-04,0.6950929244608075
2021-03-05,0.7369467029485391
2021-03-08,0.6151566728167789
2021-03-09,0.5956476787886085
2021-03-10,0.569134817624563
2021-03-11,0.5418328786878378
2021-03-12,0.5611674654370766
2021-03-15,0.5340919529401158
2021-03-16,0.624510494227654
2021-03-17,0.6050914795811344
2021-03-18,0.5724201060494701
2021-03-19,0.6588135791756266
2021-03-22,0.5757858381153325
2021-03-23,0.680672688243613
2021-03-24,0.7405347158385894
2021-03-25,0.750708653134888
2021-03-26,0.7620230206578876
2021-03-29,0.6851856668341872
2021-03-30,0.6249752820563895
2021-03-31,0.5907037423838546
2021-04-01,0.5993849993131081
2021-04-05,0.5541516464452081
2021-04-06,0.5452452838919055
2021-04-07,0.5705174857587239
2021-04-08,0.5721076961409958
2021-04-09,0.600412520761159
2021-04-12,0.5751112999085711
2021-04-13,0.5218450276280419
2021-04-14,0.5586337125818504
2021-04-15,0.5900794529895559
2021-04-16,0.5941240817132327
2021-04-19,0.6773443039959711
2021-04-20,0.6765877653740646
2021-04-21,0.5883896301204511
2021-04-22,0.6293303903867259
2021-04-23,0.6257708348130971
2021-04-26,0.5345108474649872
2021-04-27,0.5963295827431186
2021-04-28,0.5547596782509453
2021-04-29,0.5827459513437528
2021-04-30,0.718624686256114
2021-05-03,0.5934344396907861
2021-05-04,0.6945020731898043
2021-05-05,0.6227319745166476
2021-05-06,0.6752682497858399
2021-05-07,0.6449687050236723
2021-05-10,0.6763299409447973
2021-05-11,0.7178580424394804
2021-05-12,0.8378622004705119
2021-05-13,0.7755346933340174
2021-05-14,0.7008655046850463
2021-05-17,0.6344348366727747
2021-05-18,0.6017178771922166
2021-05-19,0.7966232923257905
2021-05-20,0.6221290876728434
2021-05-21,0.6431271541752909
2021-05-24,0.6147995751188081
2021-05-25,0.6305113309651551
2021-05-26,0.5153997664502681
2021-05-27,0.5149463938772915
2021-05-28,0.5625930935339049
2021-06-01,0.5227042484707813
2021-06-02,0.45589644966329756
2021-06-03,0.5027663967067008
2021-06-04,0.563327678568441
2021-06-07,0.4967965388247755
2021-06-08,0.45834148402801983
2021-06-09,0.3927426268979654
2021-06-10,0.5671068771520332
2021-06-11,0.5366582736278045
2021-06-14,0.5289637843053284
2021-06-15,0.544400671193886
2021-06-16,0.6198372387273408
2021-06-17,0.5759370938551325
2021-06-18,0.6952667365342439
2021-06-21,0.5773804300847463
2021-06-22,0.5906341449884835
2021-06-23,0.4951410259946072
2021-06-24,0.5035644735736893
2021-06-25,0.5483478224027664
2021-06-28,0.5069119151276897
2021-06-29,0.5034816924599201
2021-06-30,0.5300990524953235
2021-07-01,0.5145711626140681
2021-07-02,0.6156712564639597
2021-07-06,0.6456094701344643
2021-07-07,0.5868669712955447
2021-07-08,0.6933810779436418
2021-07-09,0.5977331376939797
2021-07-12,0.5855085672834716
2021-07-13,0.6137129437037512
2021-07-14,0.6338762980119427
2021-07-15,0.726718189282107
2021-07-16,0.7738975993647793
2021-07-19,0.8297541869044351
2021-07-20,0.6180694017918416
2021-07-21,0.5853021540841499
2021-07-22,0.6299575910586108
2021-07-23,0.6440965451529579
2021-07-26,0.6095146473623012
2021-07-27,0.7403627396428498
2021-07-28,0.5224807907393011
2021-07-29,0.5727432456312125
2021-07-30,0.7260211149525323
2021-08-02,0.6140493574313655
2021-08-03,0.6341834315924736
2021-08-04,0.5503456962763138
2021-08-05,0.5723909038110885
2021-08-06,0.6392138713169379
2021-08-09,0.5920594408830474
2021-08-10,0.5492211723161903
2021-08-11,0.5744318069425939
2021-08-12,0.6088537263056766
2021-08-13,0.6272132089028655
2021-08-16,0.637873590582514
2021-08-17,0.7035713440822707
2021-08-18,0.6661033930231078
2021-08-19,0.7946645806866546
2021-08-20,0.7200818066892879
2021-08-23,0.5871923206813315
2021-08-24,0.4831119947133499
2021-08-25,0.5484762504655822
2021-08-26,0.6599125444088962
2021-08-27,0.6073721562160195
2021-08-30,0.5284917467931576
2021-08-31,0.5889663449750445
2021-09-01,0.5534308540908301
2021-09-02,0.5270031475317424
2021-09-03,0.6104368044152996
2021-09-07,0.5380024494524163
2021-09-08,0.622574160493311
2021-09-09,0.5773119749262717
2021-09-10,0.7233778732689928
2021-09-13,0.6529348242395803
2021-09-14,0.676411371485095
2021-09-15,0.6669651249074654
2021-09-16,0.6076324291566553
2021-09-17,0.7014291281090944
2021-09-20,0.865317639003678
2021-09-21,0.668500898180245
2021-09-22,0.664414154880388
2021-09-23,0.6296021888674036
2021-09-24,0.7375953367192355
2021-09-27,0.5725793804312699
2021-09-28,0.7930729014766134
2021-09-29,0.7150487936800062
2021-09-30,0.776906120070769
2021-10-01,0.7559271580412146
2021-10-04,0.713911692393081
2021-10-05,0.6612719919866272
2021-10-06,0.7341206498188274
2021-10-07,0.6829504402560598
2021-10-08,0.7166049883860726
2021-10-11,0.7106740943950457
2021-10-12,0.7004222627648008
2021-10-13,0.6366272551546693
2021-10-14,0.655432498744106
2021-10-15,0.6355222633972054
2021-10-18,0.5610904386017405
2021-10-19,0.5187979641401941
2021-10-20,0.5459780967371961
2021-10-21,0.5493420283976622
2021-10-22,0.6230326570589059
2021-10-25,0.513132586063464
2021-10-26,0.5524921116776547
2021-10-27,0.6179164724022644
2021-10-28,0.4877159465847526
2021-10-29,0.5933173080161536
2021-11-01,0.5060372307517598
2021-11-02,0.4830438788197984
2021-11-03,0.46749541395826916
2021-11-04,0.5033166825672009
2021-11-05,0.5193091841234819
2021-11-08,0.45283465980462445
2021-11-09,0.491858011719238
2021-11-10,0.6185539975285107
2021-11-11,0.5209062555853544
2021-11-12,0.5154550199976425
2021-11-15,0.531531891407826
2021-11-16,0.4984321178649173
2021-11-17,0.5272434159834758
2021-11-18,0.5434175849077091
2021-11-19,0.6039979930830212
2021-11-22,0.6093355872544919
2021-11-23,0.6892874024624626
2021-11-24,0.6856458668591398
2021-11-26,0.8341865327246003
2021-11-29,0.6897702505154485
2021-11-30,0.712169310010104
2021-12-01,0.7323451075699163
2021-12-02,0.8436324614527589
2021-12-03,1.0010752005501242
2021-12-06,0.7672659081779961
2021-12-07,0.6762122641269511
2021-12-08,0.5827422839823784
2021-12-09,0.7291083252166013
2021-12-10,0.7068904795561896
2021-12-13,0.7322296389961573
2021-12-14,0.7910526108101391
2021-12-15,0.7239271157044775
2021-12-16,0.6306507887155611
2021-12-17,0.7169006322952306
2021-12-20,0.7473098712636266
2021-12-21,0.6123146325696311
2021-12-22,0.6201212866175172
2021-12-23,0.5683045937380375
2021-12-27,0.5850941717866016
2021-12-28,0.5899453800835796
2021-12-29,0.6441206912937352
2021-12-30,0.6051840019863969
2021-12-31,0.6586278228259429
2022-01-03,0.5637183054424136
2022-01-04,0.5861262937010681
2022-01-05,0.7411129379753647
2022-01-06,0.7000855337768949
2022-01-07,0.7450774123540799
2022-01-10,0.7869900147158151
2022-01-11,0.6006316530046273
2022-01-12,0.606497162088256
2022-01-13,0.719609128503055
2022-01-14,0.8805250483236419
2022-01-18,0.8260681161309886
2022-01-19,0.7389224764835322
2022-01-20,0.8772172603462882
2022-01-21,1.0808044100877827
2022-01-24,1.042811049938625
2022-01-25,0.805176453795885
2022-01-26,0.8012794411592089
2022-01-27,0.9320285658085782
2022-01-28,0.961184014457291
2022-01-31,0.8338851382748121
2022-02-01,0.7332553490358913
2022-02-02,0.7921097288410135
2022-02-03,0.9308523618690496
2022-02-04,0.7842815216256274
2022-02-07,0.718150937562159
2022-02-08,0.7506771286791405
2022-02-09,0.7234474849303737
2022-02-10,0.7840053587401932
2022-02-11,0.9650778145392516
2022-02-14,0.9357557024710812
2022-02-15,0.7853036758580376
2022-02-16,0.8018415124377501
2022-02-17,0.8819144719279018
2022-02-18,1.035336348825851
2022-02-22,0.9252754184360261
2022-02-23,0.9174586487870264
2022-02-24,0.9856814716910648
2022-02-25,0.8248618150207483
2022-02-28,0.8393291789721891
2022-03-01,0.8222117696667239
2022-03-02,0.8154299799453215
2022-03-03,0.8279373877302866
2022-03-04,0.9190858416024452
2022-03-07,0.8042112615253061
2022-03-08,0.7758948279986314
2022-03-09,0.8659103138020426
2022-03-10,0.8690022231097375
2022-03-11,0.9188540279967763
2022-03-14,0.9888329660810294
2022-03-15,0.9170911911519372
2022-03-16,0.8478031207328214
2022-03-17,0.7958995041677026
2022-03-18,0.6773891174902976
2022-03-21,0.6916014421019091
2022-03-22,0.700078498387853
2022-03-23,0.6834714160103904
2022-03-24,0.638190592295547
2022-03-25,0.7039331082808045
2022-03-28,0.7210058579406369
2022-03-29,0.6362447700808064
2022-03-30,0.7228985574962326
2022-03-31,0.7818895173238907
2022-04-01,0.7753630422886924
2022-04-04,0.6429325546034144
2022-04-05,0.7947012458143108
2022-04-06,0.8505714294713185
2022-04-07,0.763843692282081
2022-04-08,0.7501025596971355
2022-04-11,0.8910790784696218
2022-04-12,0.7475283460680012
2022-04-13,0.661441001923819
2022-04-14,0.8008979968777173
2022-04-18,0.7524896517040164
2022-04-19,0.7370075581829125
2022-04-20,0.7992362769786706
2022-04-21,0.8696313051365692
2022-04-22,1.0754734580180474
2022-04-25,0.9404638327455496
2022-04-26,0.9520538986958312
2022-04-27,0.9519260160421907
2022-04-28,0.9167297435391601
2022-04-29,1.0237977734181933
2022-05-02,0.982068155621705
2022-05-03,0.8275539573522273
2022-05-04,0.8278402647720781
2022-05-05,0.9076982026266472
2022-05-06,0.9915291413185836
2022-05-09,1.0739906510852653
2022-05-10,0.9451906336637211
2022-05-11,1.0020450565740286
2022-05-12,0.9863468387659889
2022-05-13,0.8578668290919267
2022-05-16,0.8289878258272356
2022-05-17,0.8332993254423111
2022-05-18,1.0342918829315333
2022-05-19,0.9909881048239116
2022-05-20,1.070166475165282
2022-05-23,0.8050957075730546
2022-05-24,0.967734863018972
2022-05-25,0.8351847278103621
2022-05-26,0.8103106602004195
2022-05-27,0.7836684689435227
2022-05-31,0.8235259179632762
2022-06-01,0.89931529376403
2022-06-02,0.7982534840719474
2022-06-03,0.9221717276044894
2022-06-06,0.7782964065154443
2022-06-07,0.8180898443382141
2022-06-08,0.7379332330359265
2022-06-09,0.8646667807987634
2022-06-10,1.1961169221157126
2022-06-13,1.26550596244505
2022-06-14,1.0353126949706335
2022-06-15,0.8810764057323893
2022-06-16,1.169785149735001
2022-06-17,0.9717241788868543
2022-06-21,0.7640925781902986
2022-06-22,0.9670569469673116
2022-06-23,0.8671921337431041
2022-06-24,0.7630738246398828
2022-06-27,0.815503658869374
2022-06-28,0.8900484193102024
2022-06-29,1.007931176181086
