fold,train_end,test_start,test_end,n_train,n_test,mse,hit
60,2023-08-02,2023-08-31,2023-11-22,4840,60,0.00017317796300631016,0.48333333333333334
61,2023-10-25,2023-11-23,2024-02-14,4900,60,0.00010955784091493115,0.43333333333333335
62,2024-01-17,2024-02-15,2024-05-08,4960,60,6.058952567400411e-05,0.45
63,2024-04-10,2024-05-09,2024-07-31,5020,60,7.631815969944e-05,0.5666666666666667
64,2024-07-03,2024-08-01,2024-10-23,5080,60,7.240464765345678e-05,0.43333333333333335
65,2024-09-25,2024-10-24,2025-01-15,5140,60,8.283340866910294e-05,0.4
66,2024-12-18,2025-01-16,2025-04-09,5200,60,9.085217607207596e-05,0.5
67,2025-03-12,2025-04-10,2025-07-02,5260,60,6.197093171067536e-05,0.55
68,2025-06-04,2025-07-03,2025-09-24,5320,60,4.3890278902836144e-05,0.45
69,2025-08-27,2025-09-25,2025-12-17,5380,60,2.9142162020434625e-05,0.5
70,2025-11-19,2025-12-18,2026-03-11,5440,60,3.289367668912746e-05,0.48333333333333334
