fold,train_end,test_start,test_end,n_train,n_test,mse,hit
60,2023-08-02,2023-08-31,2023-11-22,4840,60,5.959772170172073e-05,0.5333333333333333
61,2023-10-25,2023-11-23,2024-02-14,4900,60,5.8216744946548715e-05,0.5
62,2024-01-17,2024-02-15,2024-05-08,4960,60,7.451360579580069e-05,0.6166666666666667
63,2024-04-10,2024-05-09,2024-07-31,5020,60,0.0001130724122049287,0.55
64,2024-07-03,2024-08-01,2024-10-23,5080,60,6.448253407143056e-05,0.5166666666666667
65,2024-09-25,2024-10-24,2025-01-15,5140,60,0.0001050109785865061,0.5666666666666667
66,2024-12-18,2025-01-16,2025-04-09,5200,60,0.00010938961349893361,0.6166666666666667
67,2025-03-12,2025-04-10,2025-07-02,5260,60,0.00020732333359774202,0.5
68,2025-06-04,2025-07-03,2025-09-24,5320,60,6.918863073224202e-05,0.5
69,2025-08-27,2025-09-25,2025-12-17,5380,60,0.00021434674272313714,0.6166666666666667
70,2025-11-19,2025-12-18,2026-03-11,5440,60,0.000617700454313308,0.5833333333333334
